company_names,cars_names,car_types,engines,fuel_types_cleaned,cc_battery_capacity,horsepower,total_speed,performance_0_100_km/h,seats,torque,cars_prices_cad,cars_prices_usd
Porsche,911 Carrera 4,sports,3.0L Twin-Turbo Flat-6,gas,2981 cc,379.0,293.0,4.4,4.0,450.0,152955.0,113300.0
Porsche,911 Carrera 4 GTS,sports,3.0L Twin-Turbo Flat-6,gas,2981 cc,473.0,311.0,3.3,4.0,570.0,184950.0,137000.0
Porsche,911 Targa 4 GTS,sports,3.0L Twin-Turbo Flat-6,gas,2981 cc,473.0,307.0,3.5,4.0,570.0,212355.0,157300.0
Porsche,911 Turbo Cabriolet,sports,3.8L Twin-Turbo Flat-6,gas,3745 cc,572.0,320.0,2.9,4.0,750.0,248535.0,184100.0
Porsche,911 Turbo S Coupe,sports,3.8L Twin-Turbo Flat-6,gas,3745 cc,640.0,330.0,2.7,4.0,800.0,279450.0,207000.0
Porsche,911 GT3 Touring,sports,4.0L Naturally Aspirated Flat-6,gas,3996 cc,502.0,318.0,3.9,2.0,470.0,229500.0,170000.0
Porsche,911 GT3 RS Clubsport,sports,4.0L Naturally Aspirated Flat-6,gas,3996 cc,525.0,296.0,3.2,2.0,465.0,302130.0,223800.0
Porsche,911 Dakar Limited Edition,sports,3.0L Twin-Turbo Flat-6,gas,2981 cc,473.0,240.0,3.4,4.0,570.0,299700.0,222000.0
Porsche,911 Carrera GTS Lightweight,sports,3.0L Twin-Turbo Flat-6,gas,2981 cc,473.0,311.0,3.2,4.0,570.0,196155.0,145300.0
Porsche,911 Targa 4 Lightweight,sports,3.0L Twin-Turbo Flat-6,gas,2981 cc,379.0,289.0,4.3,4.0,450.0,182925.0,135500.0
Porsche,911 Turbo Exclusive Series,sports,3.8L Twin-Turbo Flat-6,gas,3745 cc,607.0,330.0,2.9,4.0,750.0,348300.0,258000.0
Porsche,911 GT2 RS,sports,3.8L Twin-Turbo Flat-6,gas,3745 cc,700.0,340.0,2.8,2.0,750.0,395820.0,293200.0
Porsche,911 GT3 Cup,sports,4.0L Naturally Aspirated Flat-6,gas,3996 cc,510.0,290.0,3.4,1.0,470.0,330750.0,245000.0
Porsche,911 GT4 RS,sports,4.0L Naturally Aspirated Flat-6,gas,3996 cc,500.0,315.0,3.4,2.0,450.0,299700.0,222000.0
Porsche,911 RSR (Motorsport Edition),sports,4.2L Naturally Aspirated Flat-6,gas,4194 cc,515.0,296.0,3.1,1.0,480.0,1012500.0,750000.0
Porsche,911 Sport Turismo,sports,3.0L Twin-Turbo Flat-6,gas,2981 cc,379.0,293.0,4.4,4.0,450.0,156600.0,116000.0
Porsche,911 Turbo Cabriolet Lightweight,sports,3.8L Twin-Turbo Flat-6,gas,3745 cc,572.0,318.0,3.0,4.0,750.0,258255.0,191300.0
Porsche,911 Dakar Sport,sports,3.0L Twin-Turbo Flat-6,gas,2981 cc,473.0,240.0,3.5,4.0,570.0,314550.0,233000.0
Tata Motors,Tiago,others,1.2L Revotron 3-cylinder Petrol,gas,1199 cc,86.0,170.0,13.0,5.0,113.0,11070.0,8200.0
Tata Motors,Tiago EV,others,Permanent Magnet Synchronous,electric,24 kWh,74.0,120.0,5.7,5.0,114.0,14850.0,11000.0
Tata Motors,Altroz DCA,others,1.2L Revotron 3-cylinder Petrol,gas,1199 cc,86.0,170.0,12.5,5.0,113.0,15255.0,11300.0
Tata Motors,Altroz iTurbo,sedan,1.2L Turbocharged Petrol,gas,1199 cc,110.0,180.0,10.0,5.0,140.0,16200.0,12000.0
Tata Motors,Altroz CNG,others,1.2L Revotron Bi-Fuel,gas,1199 cc,86.0,165.0,12.0,5.0,113.0,15930.0,11800.0
Tata Motors,Tiago NRG,others,1.2L Revotron 3-cylinder Petrol,gas,1199 cc,86.0,170.0,13.5,5.0,113.0,12420.0,9200.0
Tata Motors,Nano GenX,others,624cc MPFI,gas,624 cc,37.0,105.0,29.0,4.0,51.0,5400.0,4000.0
Tata Motors,Indica eV2,others,1.4L CR4 Diesel,gas,1396 cc,70.0,155.0,16.0,5.0,140.0,8370.0,6200.0
Tata Motors,Indica V2 Xeta,others,1.2L MPFI Petrol,gas,1193 cc,65.0,140.0,16.0,5.0,100.0,6750.0,5000.0
Tata Motors,Tigor,others,1.2L Revotron 3-cylinder Petrol,gas,1199 cc,86.0,170.0,13.0,5.0,113.0,12690.0,9400.0
Tata Motors,Tigor EV,others,Permanent Magnet Synchronous,electric,26 kWh,74.0,120.0,5.7,5.0,114.0,19575.0,14500.0
Tata Motors,Indigo eCS,others,1.4L CR4 Diesel,gas,1396 cc,70.0,155.0,16.5,5.0,140.0,8775.0,6500.0
Cadillac,Escalade,suv,6.2L V8 Gasoline,gas,6200 cc,420.0,210.0,6.8,7.0,624.0,107048.2,79295.0
Tata Motors,Indigo LX,others,1.4L CR4 Diesel,gas,1396 cc,70.0,150.0,17.0,5.0,140.0,9450.0,7000.0
Tata Motors,Indigo GLX,others,1.4L MPFI Petrol,gas,1396 cc,85.0,160.0,15.0,5.0,115.0,9720.0,7200.0
Cadillac,Escalade ESV,suv,6.2L V8 Gasoline,gas,6200 cc,420.0,205.0,6.9,7.0,624.0,111098.3,82295.0
Tata Motors,Nexon EV Max,sedan,Permanent Magnet Synchronous,electric,40.5 kWh,143.0,140.0,9.0,5.0,250.0,33750.0,25000.0
Tata Motors,Harrier,sedan,2.0L Kryotec Turbocharged Diesel,gas,1956 cc,168.0,180.0,11.0,5.0,350.0,31050.0,23000.0
Tata Motors,Safari,suv,2.0L Kryotec Turbocharged Diesel,gas,1956 cc,168.0,180.0,11.0,7.0,350.0,34425.0,25500.0
Tata Motors,Punch,others,1.2L Revotron Petrol,gas,1199 cc,86.0,160.0,16.0,5.0,113.0,14175.0,10500.0
Tata Motors,Hexa,suv,2.2L Varicor Diesel,gas,2179 cc,154.0,180.0,12.0,7.0,400.0,27000.0,20000.0
Tata Motors,Aria,suv,2.2L Dicor Diesel,gas,2179 cc,138.0,162.0,13.0,7.0,320.0,25650.0,19000.0
Tata Motors,Sumo Gold,others,3.0L CR4 Diesel,gas,2956 cc,85.0,125.0,17.6,7.0,250.0,20250.0,15000.0
Tata Motors,Sumo Grande,suv,2.2L Dicor Diesel,gas,2179 cc,118.0,140.0,15.0,7.0,250.0,22275.0,16500.0
Tata Motors,Nexon EV Prime,sedan,Permanent Magnet Synchronous,electric,30.2 kWh,129.0,120.0,9.4,5.0,245.0,29700.0,22000.0
Tata Motors,Tiago EV,others,Permanent Magnet Synchronous,electric,24 kWh,74.0,120.0,5.7,5.0,114.0,14850.0,11000.0
Tesla,Model S,sports,Dual Electric Motors,electric,100 kWh,670.0,250.0,3.1,5.0,967.0,119461.5,88490.0
Tesla,Model S Plaid,sports,Tri Electric Motors,electric,100 kWh,1020.0,322.0,2.1,5.0,1400.0,146461.5,108490.0
Tesla,Model 3,sedan,Single Electric Motor (RWD),electric,60 kWh,283.0,225.0,5.8,5.0,420.0,54324.0,40240.0
Tesla,Model 3 Performance,sports,Dual Electric Motors (AWD),electric,82 kWh,450.0,261.0,3.1,5.0,660.0,71874.0,53240.0
Tesla,Model X,sports,Dual Electric Motors (AWD),electric,100 kWh,670.0,250.0,3.8,7.0,967.0,132961.5,98490.0
Tesla,Model X Plaid,sports,Tri Electric Motors,electric,100 kWh,1020.0,262.0,2.6,6.0,1400.0,153211.5,113490.0
Tesla,Model Y,sedan,Single Electric Motor (RWD),electric,75 kWh,346.0,217.0,5.0,5.0,498.0,64111.5,47490.0
Tesla,Model Y Long Range,sedan,Dual Electric Motors (AWD),electric,82 kWh,384.0,217.0,4.8,5.0,559.0,68161.5,50490.0
Tesla,Cybertruck,sports,Tri Electric Motors,electric,200 kWh,800.0,209.0,2.9,6.0,1355.0,94365.0,69900.0
Tesla,Roadster 2,sports,Quad Electric Motors,electric,200 kWh,1288.0,402.0,1.9,4.0,10000.0,270000.0,200000.0
Jeep,Wrangler,sedan,3.6L V6 Pentastar Gasoline,gas,3600 cc,285.0,180.0,6.8,4.0,353.0,47513.2,35195.0
Jeep,Wrangler Rubicon,sedan,2.0L Turbo I4 Gasoline,gas,2000 cc,270.0,180.0,7.1,4.0,400.0,56835.0,42100.0
Jeep,Grand Cherokee,sedan,3.6L V6 Pentastar Gasoline,gas,3600 cc,293.0,209.0,7.0,5.0,352.0,56065.5,41530.0
Jeep,Grand Cherokee L,suv,3.6L V6 Pentastar Gasoline,gas,3600 cc,293.0,209.0,7.2,7.0,352.0,58765.5,43530.0
Jeep,Cherokee,sedan,2.4L I4 Tigershark Gasoline,gas,2400 cc,180.0,195.0,8.5,5.0,230.0,50888.2,37695.0
Jeep,Compass,sedan,2.0L Turbo Gasoline,gas,2000 cc,200.0,200.0,7.8,5.0,320.0,42646.5,31590.0
Jeep,Renegade,sedan,1.3L Turbo I4 Gasoline,gas,1300 cc,177.0,200.0,8.7,5.0,285.0,38265.8,28345.0
Jeep,Gladiator,sedan,3.6L V6 Pentastar Gasoline,gas,3600 cc,285.0,177.0,8.1,5.0,353.0,52346.2,38775.0
Jeep,Wagoneer,others,5.7L V8 Gasoline with eTorque,gas,5700 cc,392.0,190.0,7.4,8.0,548.0,85853.2,63595.0
Jeep,Grand Wagoneer,others,6.4L V8 Gasoline,gas,6400 cc,471.0,190.0,6.0,8.0,617.0,123518.3,91495.0
Jeep,Grand Cherokee 4xe,sedan,2.0L Turbo PHEV,hybrid,17.3 kWh,375.0,210.0,6.0,5.0,637.0,80817.8,59865.0
Jeep,Wrangler 4xe,sedan,2.0L Turbo PHEV,hybrid,17.3 kWh,375.0,180.0,6.4,5.0,637.0,68438.2,50695.0
Jeep,Compass 4xe,sedan,1.3L Turbo PHEV,hybrid,11.4 kWh,240.0,200.0,7.3,5.0,270.0,62775.0,46500.0
Jeep,Renegade 4xe,sedan,1.3L Turbo PHEV,hybrid,11.4 kWh,240.0,200.0,7.5,5.0,270.0,60075.0,44500.0
Mazda,Mazda2,sedan,1.5L 4-Cylinder,gas,1500 cc,108.0,180.0,10.2,5.0,142.0,22950.0,17000.0
Jeep,Wagoneer S (Electric),sedan,Dual Electric Motors,electric,100 kWh,600.0,177.0,4.5,5.0,850.0,108000.0,80000.0
Jeep,Gladiator Mojave Edition,sedan,3.6L V6 Pentastar Gasoline,gas,3600 cc,285.0,177.0,8.6,5.0,353.0,69619.5,51570.0
Jeep,Grand Cherokee Summit Reserve,sedan,5.7L V8 Gasoline,gas,5700 cc,357.0,190.0,7.3,5.0,529.0,89876.2,66575.0
Jeep,Jeep Cherokee X Edition,sedan,3.2L V6 Pentastar Gasoline,gas,3200 cc,271.0,195.0,7.6,5.0,324.0,55748.3,41295.0
Jeep,Wrangler 392,sports,6.4L V8 HEMI Gasoline,gas,6400 cc,470.0,160.0,4.5,4.0,637.0,111368.3,82495.0
Cadillac,XT4,sedan,2.0L Turbo Inline-4 Gasoline,gas,2000 cc,235.0,220.0,7.6,5.0,350.0,50611.5,37490.0
Cadillac,XT5,sedan,3.6L V6 Gasoline,gas,3600 cc,310.0,210.0,6.5,5.0,366.0,59663.3,44195.0
Cadillac,XT6,suv,3.6L V6 Gasoline,gas,3600 cc,310.0,210.0,6.9,7.0,366.0,65603.2,48595.0
Cadillac,Lyriq EV,sedan,Single Electric Motor,electric,100 kWh,340.0,190.0,5.7,5.0,440.0,79096.5,58590.0
Cadillac,Escalade V,suv,6.2L Supercharged V8 Gasoline,gas,6200 cc,682.0,200.0,4.4,7.0,885.0,202486.5,149990.0
Cadillac,Escalade Platinum,suv,6.2L V8 Gasoline,gas,6200 cc,420.0,210.0,6.8,7.0,624.0,141203.2,104595.0
Cadillac,CT5-V Blackwing,sports,6.2L Supercharged V8 Gasoline,gas,6200 cc,668.0,320.0,3.4,5.0,893.0,124200.0,92000.0
Cadillac,CT4-V Blackwing,sports,3.6L Twin-Turbo V6 Gasoline,gas,3600 cc,472.0,290.0,3.9,5.0,603.0,81668.2,60495.0
Cadillac,XT4 Sport,sedan,2.0L Turbo Inline-4 Gasoline,gas,2000 cc,235.0,220.0,7.4,5.0,350.0,55876.5,41390.0
Cadillac,XT5 Sport,sedan,3.6L V6 Gasoline,gas,3600 cc,310.0,210.0,6.5,5.0,366.0,68978.2,51095.0
Cadillac,XT6 Sport,suv,3.6L V6 Gasoline,gas,3600 cc,310.0,210.0,6.9,7.0,366.0,77078.2,57095.0
Cadillac,Lyriq Launch Edition,sedan,Single Electric Motor,electric,100 kWh,340.0,190.0,5.7,5.0,440.0,80986.5,59990.0
Cadillac,Lyriq EV Premium,sedan,Dual Electric Motors,electric,100 kWh,500.0,210.0,4.5,5.0,620.0,87736.5,64990.0
Cadillac,CT5 Premium Luxury,sedan,2.0L Turbo Inline-4 Gasoline,gas,2000 cc,237.0,240.0,6.8,5.0,350.0,55741.5,41290.0
Chevrolet,Spark,others,1.4L Inline-4 Gasoline,gas,1400 cc,98.0,180.0,10.7,5.0,127.0,19703.2,14595.0
Chevrolet,Sonic,sedan,1.4L Turbo Inline-4 Gasoline,gas,1400 cc,138.0,190.0,8.5,5.0,200.0,22572.0,16720.0
Chevrolet,Malibu,sedan,1.5L Turbo Inline-4 Gasoline,gas,1500 cc,160.0,210.0,8.0,5.0,250.0,33750.0,25000.0
Chevrolet,Camaro,sports,2.0L Turbo Inline-4 Gasoline,gas,2000 cc,275.0,240.0,5.4,4.0,400.0,35640.0,26400.0
Chevrolet,Corvette,sports,6.2L V8 Gasoline,gas,6200 cc,495.0,312.0,3.0,2.0,637.0,88958.2,65895.0
Chevrolet,Traverse,suv,3.6L V6 Gasoline,gas,3600 cc,310.0,210.0,7.0,7.0,360.0,48485.2,35915.0
Chevrolet,Equinox,sedan,1.5L Turbo Inline-4 Gasoline,gas,1500 cc,170.0,200.0,8.9,5.0,275.0,35910.0,26600.0
Chevrolet,Blazer,sedan,3.6L V6 Gasoline,gas,3600 cc,308.0,220.0,6.6,5.0,366.0,59400.0,44000.0
Chevrolet,Tahoe,suv,5.3L V8 Gasoline,gas,5300 cc,355.0,200.0,7.5,7.0,519.0,76943.2,56995.0
Chevrolet,Suburban,others,5.3L V8 Gasoline,gas,5300 cc,355.0,190.0,7.6,8.0,519.0,80865.0,59900.0
Chevrolet,Colorado,sedan,2.7L Turbo Inline-4 Gasoline,gas,2700 cc,310.0,190.0,6.8,5.0,583.0,41438.2,30695.0
Chevrolet,Silverado 1500,suv,5.3L V8 Gasoline,gas,5300 cc,355.0,180.0,7.0,6.0,519.0,57773.3,42795.0
Chevrolet,Silverado 2500HD,suv,6.6L V8 Gasoline,gas,6600 cc,401.0,170.0,8.0,6.0,629.0,56025.0,41500.0
Chevrolet,Silverado 3500HD,suv,6.6L V8 Diesel,gas,6600 cc,445.0,160.0,8.5,6.0,1234.0,61425.0,45500.0
Chevrolet,Bolt EV,sedan,Single Electric Motor,electric,66 kWh,200.0,150.0,6.5,5.0,360.0,37118.2,27495.0
Chevrolet,Bolt EUV,sedan,Single Electric Motor,electric,66 kWh,200.0,150.0,7.0,5.0,360.0,38873.2,28795.0
Chevrolet,Trailblazer,sedan,1.3L Turbo Inline-3 Gasoline,gas,1300 cc,155.0,200.0,9.4,5.0,236.0,31185.0,23100.0
Chevrolet,Malibu Premier,sedan,2.0L Turbo Inline-4 Gasoline,gas,2000 cc,250.0,240.0,5.8,5.0,353.0,45225.0,33500.0
Chevrolet,Camaro ZL1,sports,6.2L Supercharged V8 Gasoline,gas,6200 cc,650.0,318.0,3.5,4.0,881.0,90855.0,67300.0
Chevrolet,Corvette Stingray,sports,6.2L V8 Gasoline,gas,6200 cc,495.0,312.0,3.0,2.0,637.0,88958.2,65895.0
Chevrolet,Silverado 1500 High Country,suv,5.3L V8 Gasoline,gas,5300 cc,355.0,180.0,7.0,6.0,519.0,83153.2,61595.0
Chevrolet,Silverado 1500 Trail Boss,suv,5.3L V8 Gasoline,gas,5300 cc,355.0,180.0,7.0,6.0,519.0,75458.2,55895.0
Chevrolet,Silverado 1500 RST,suv,5.3L V8 Gasoline,gas,5300 cc,355.0,180.0,7.1,6.0,519.0,68708.2,50895.0
Chevrolet,Colorado ZR2,sedan,2.8L Turbo Diesel I4,gas,2800 cc,181.0,160.0,9.1,5.0,500.0,65198.3,48295.0
Chevrolet,Traverse Premier,suv,3.6L V6 Gasoline,gas,3600 cc,310.0,210.0,7.0,7.0,360.0,62910.0,46600.0
Chevrolet,Equinox Premier,sedan,1.5L Turbo Inline-4 Gasoline,gas,1500 cc,170.0,200.0,8.8,5.0,275.0,45090.0,33400.0
Chevrolet,Blazer RS,sedan,3.6L V6 Gasoline,gas,3600 cc,308.0,220.0,6.6,5.0,366.0,66015.0,48900.0
Chevrolet,Bolt EV 2LT,sedan,Single Electric Motor,electric,66 kWh,200.0,150.0,6.7,5.0,360.0,38873.2,28795.0
Chevrolet,Camaro SS,sports,6.2L V8 Gasoline,gas,6200 cc,455.0,290.0,4.3,4.0,617.0,58725.0,43500.0
Chevrolet,Corvette Grand Sport,sports,6.2L V8 Gasoline,gas,6200 cc,460.0,290.0,3.9,2.0,630.0,88965.0,65900.0
Chevrolet,Traverse RS,suv,3.6L V6 Gasoline,gas,3600 cc,310.0,210.0,7.0,7.0,360.0,58995.0,43700.0
Chevrolet,Blazer Premier,sedan,3.6L V6 Gasoline,gas,3600 cc,308.0,220.0,6.6,5.0,366.0,60750.0,45000.0
Chevrolet,Malibu LT,sedan,1.5L Turbo Inline-4 Gasoline,gas,1500 cc,160.0,210.0,8.5,5.0,250.0,34830.0,25800.0
Chevrolet,Spark Activ,others,1.4L Inline-4 Gasoline,gas,1400 cc,98.0,180.0,11.0,5.0,127.0,23753.2,17595.0
Chevrolet,Trax LT,sedan,1.2L Turbo Inline-3 Gasoline,gas,1200 cc,137.0,200.0,9.2,5.0,220.0,32535.0,24100.0
Chevrolet,Equinox LT,sedan,1.5L Turbo Inline-4 Gasoline,gas,1500 cc,170.0,200.0,8.9,5.0,275.0,38340.0,28400.0
Chevrolet,Silverado 3500HD High Country,suv,6.6L V8 Diesel,gas,6600 cc,445.0,160.0,8.5,6.0,1234.0,102195.0,75700.0
Chevrolet,Colorado WT,sedan,2.7L Turbo Inline-4 Gasoline,gas,2700 cc,310.0,190.0,6.9,5.0,583.0,39420.0,29200.0
Chevrolet,Suburban High Country,others,6.2L V8 Gasoline,gas,6200 cc,420.0,200.0,7.0,8.0,624.0,111240.0,82400.0
Chevrolet,Silverado Custom,suv,4.3L V6 Gasoline,gas,4300 cc,285.0,180.0,8.5,6.0,413.0,45765.0,33900.0
Chevrolet,Spark LS,others,1.4L Inline-4 Gasoline,gas,1400 cc,98.0,180.0,10.9,5.0,127.0,19433.2,14395.0
Chevrolet,Traverse LT,suv,3.6L V6 Gasoline,gas,3600 cc,310.0,210.0,7.1,7.0,360.0,50220.0,37200.0
Chevrolet,Blazer LT,sedan,2.5L Inline-4 Gasoline,gas,2500 cc,193.0,200.0,9.0,5.0,255.0,48735.0,36100.0
Chevrolet,Malibu Premier,sedan,2.0L Turbo Inline-4 Gasoline,gas,2000 cc,250.0,240.0,5.8,5.0,353.0,46575.0,34500.0
Chevrolet,Equinox RS,sedan,1.5L Turbo Inline-4 Gasoline,gas,1500 cc,170.0,200.0,8.8,5.0,275.0,43065.0,31900.0
Chevrolet,Silverado 1500 Custom,suv,4.3L V6 Gasoline,gas,4300 cc,285.0,180.0,8.6,6.0,413.0,47115.0,34900.0
Chevrolet,Silverado 2500HD LTZ,suv,6.6L V8 Diesel,gas,6600 cc,445.0,160.0,8.4,6.0,1234.0,76140.0,56400.0
Chevrolet,Tahoe RST,suv,5.3L V8 Gasoline,gas,5300 cc,355.0,180.0,7.4,7.0,519.0,86535.0,64100.0
Chevrolet,Suburban LT,others,5.3L V8 Gasoline,gas,5300 cc,355.0,180.0,5.1,8.0,519.0,86940.0,64400.0
Chevrolet,Bolt EV Premier,sedan,Single Electric Motor,electric,66 kWh,200.0,150.0,6.5,5.0,360.0,42795.0,31700.0
Chevrolet,Tahoe LS,others,5.3L V8 Gasoline,gas,5300 cc,355.0,180.0,7.5,8.0,519.0,76943.2,56995.0
Chevrolet,Tahoe LT,others,5.3L V8 Gasoline,gas,5300 cc,355.0,180.0,7.4,8.0,519.0,84368.2,62495.0
Chevrolet,Tahoe RST,suv,5.3L V8 Gasoline,gas,5300 cc,355.0,180.0,7.4,7.0,519.0,86535.0,64100.0
Chevrolet,Tahoe Z71,suv,5.3L V8 Gasoline,gas,5300 cc,355.0,180.0,7.6,7.0,519.0,90045.0,66700.0
Chevrolet,Tahoe Premier,suv,6.2L V8 Gasoline,gas,6200 cc,420.0,200.0,6.8,7.0,624.0,96660.0,71600.0
Chevrolet,Tahoe High Country,suv,6.2L V8 Gasoline,gas,6200 cc,420.0,200.0,6.7,7.0,624.0,103545.0,76700.0
Chevrolet,Tahoe Midnight Edition,others,5.3L V8 Gasoline,gas,5300 cc,355.0,180.0,7.5,8.0,519.0,88425.0,65500.0
Chevrolet,Tahoe Sport Edition,suv,6.2L V8 Gasoline,gas,6200 cc,420.0,200.0,6.8,7.0,624.0,94500.0,70000.0
GMC,Terrain,sedan,1.5L Turbo 4-cylinder,gas,1500 cc,175.0,190.0,9.5,5.0,275.0,40365.0,29900.0
GMC,Acadia,suv,2.0L Turbo 4-cylinder,gas,2000 cc,228.0,200.0,7.8,7.0,350.0,49680.0,36800.0
GMC,Yukon,others,5.3L V8 Gasoline,gas,5300 cc,355.0,180.0,7.4,8.0,519.0,77490.0,57400.0
GMC,Yukon XL,others,6.2L V8 Gasoline,gas,6200 cc,420.0,200.0,6.9,8.0,624.0,82485.0,61100.0
GMC,Canyon,sedan,2.7L Turbo 4-cylinder,gas,2700 cc,310.0,190.0,7.6,5.0,583.0,49815.0,36900.0
GMC,Sierra 1500,suv,5.3L V8 Gasoline,gas,5300 cc,355.0,180.0,7.3,6.0,519.0,50085.0,37100.0
GMC,Sierra 2500HD,suv,6.6L V8 Diesel,gas,6600 cc,401.0,175.0,7.5,6.0,629.0,59265.0,43900.0
GMC,Sierra 3500HD,suv,6.6L V8 Diesel,gas,6600 cc,445.0,175.0,7.4,6.0,1234.0,66150.0,49000.0
GMC,Hummer EV Pickup,sports,Dual-Motor Electric,electric,212 kWh,625.0,170.0,3.0,5.0,506.9401993355482,146745.0,108700.0
GMC,Hummer EV SUV,sports,Dual-Motor Electric,electric,212 kWh,625.0,170.0,3.5,5.0,506.9401993355482,142560.0,105600.0
GMC,Yukon Denali,others,6.2L V8 Gasoline,gas,6200 cc,420.0,200.0,6.8,8.0,624.0,98280.0,72800.0
GMC,Sierra Denali,suv,6.2L V8 Gasoline,gas,6200 cc,420.0,190.0,6.7,6.0,624.0,90180.0,66800.0
GMC,Terrain AT4,sedan,1.5L Turbo 4-cylinder,gas,1500 cc,175.0,190.0,9.6,5.0,275.0,49275.0,36500.0
GMC,Acadia AT4,suv,3.6L V6 Gasoline,gas,3600 cc,310.0,210.0,7.6,6.0,366.0,55890.0,41400.0
GMC,Sierra 1500 AT4,suv,5.3L V8 Gasoline,gas,5300 cc,355.0,180.0,7.4,6.0,519.0,72630.0,53800.0
GMC,Sierra 2500HD Denali,suv,6.6L V8 Diesel,gas,6600 cc,401.0,175.0,7.5,6.0,1234.0,97470.0,72200.0
GMC,Sierra Elevation,sedan,2.7L Turbo 4-cylinder,gas,2700 cc,310.0,190.0,7.6,5.0,583.0,60750.0,45000.0
GMC,Canyon AT4,sedan,2.7L Turbo 4-cylinder,gas,2700 cc,310.0,190.0,7.5,5.0,583.0,59265.0,43900.0
GMC,Canyon Denali,sedan,2.7L Turbo 4-cylinder,gas,2700 cc,310.0,190.0,7.5,5.0,583.0,64800.0,48000.0
GMC,Yukon XL Denali Ultimate,others,6.2L V8 Gasoline,gas,6200 cc,420.0,200.0,6.7,8.0,624.0,126630.0,93800.0
GMC,Terrain Denali,sedan,1.5L Turbo 4-cylinder,gas,1500 cc,175.0,190.0,9.5,5.0,275.0,52110.0,38600.0
GMC,Acadia Denali,suv,3.6L V6 engine,gas,3564 cc,310.0,210.0,6.5,7.0,366.0,73305.0,54300.0
GMC,Yukon AT4,others,5.3L V8 engine,gas,5327 cc,355.0,210.0,7.1,8.0,519.0,96531.8,71505.0
GMC,Yukon XL AT4,others,5.3L V8 engine,gas,5327 cc,355.0,210.0,7.3,8.0,519.0,98961.8,73305.0
GMC,Sierra 1500 Elevation,sedan,2.7L Turbo engine,gas,2713 cc,310.0,180.0,7.0,5.0,569.0,70200.0,52000.0
GMC,Sierra 1500 SLT,sedan,5.3L V8 engine,gas,5327 cc,355.0,180.0,6.8,5.0,519.0,75600.0,56000.0
GMC,Sierra 2500HD AT4,sedan,6.6L V8 engine,gas,6600 cc,401.0,170.0,7.5,5.0,629.0,94500.0,70000.0
GMC,Sierra 3500HD AT4,sedan,6.6L V8 engine,gas,6600 cc,401.0,170.0,7.7,5.0,629.0,97200.0,72000.0
GMC,Canyon Elevation,sedan,2.5L I4 engine,gas,2488 cc,200.0,175.0,8.5,5.0,259.0,49005.0,36300.0
GMC,Canyon Denali Black Edition,sedan,3.6L V6 engine,gas,3564 cc,308.0,180.0,6.9,5.0,373.0,59400.0,44000.0
GMC,Sierra 1500 Denali Ultimate,sedan,6.2L V8 engine,gas,6162 cc,420.0,200.0,5.8,5.0,624.0,108000.0,80000.0
GMC,Yukon XL Denali Reserve,suv,6.2L V8 engine,gas,6162 cc,420.0,210.0,6.0,7.0,624.0,110700.0,82000.0
GMC,Terrain Elevation Edition,sedan,1.5L Turbocharged I4 engine,gas,1490 cc,170.0,200.0,9.3,5.0,275.0,38745.0,28700.0
GMC,Acadia Black Edition,suv,3.6L V6 engine,gas,3564 cc,310.0,210.0,6.5,7.0,366.0,60750.0,45000.0
GMC,Sierra Denali CarbonPro,sedan,6.2L V8 engine,gas,6162 cc,420.0,200.0,5.8,5.0,624.0,87750.0,65000.0
GMC,Yukon Denali Performance,others,6.2L V8 engine,gas,6162 cc,420.0,210.0,6.0,8.0,624.0,103686.8,76805.0
GMC,Sierra 2500HD Denali Black Edition,sedan,6.6L V8 engine,gas,6600 cc,401.0,170.0,7.5,5.0,629.0,101250.0,75000.0
GMC,Canyon AT4X,sedan,3.6L V6 engine,gas,3564 cc,308.0,180.0,6.9,5.0,373.0,67500.0,50000.0
GMC,Yukon XL SLT,others,5.3L V8 engine,gas,5327 cc,355.0,210.0,7.3,8.0,519.0,87750.0,65000.0
GMC,Sierra 1500 Pro,sedan,4.3L V6 engine,gas,4300 cc,285.0,180.0,7.5,3.0,413.0,50895.0,37700.0
GMC,Sierra 2500HD Pro,sports,6.6L V8 engine,gas,6600 cc,401.0,170.0,7.7,3.0,629.0,81000.0,60000.0
GMC,Sierra 3500HD Pro,sports,6.6L V8 engine,gas,6600 cc,401.0,170.0,7.8,3.0,629.0,83700.0,62000.0
GMC,Terrain SLT,sedan,1.5L Turbocharged I4 engine,gas,1490 cc,170.0,200.0,9.4,5.0,275.0,41850.0,31000.0
GMC,Acadia SLE,suv,3.6L V6 engine,gas,3564 cc,310.0,210.0,6.6,7.0,366.0,54000.0,40000.0
GMC,Canyon SLT,sedan,2.5L I4 engine,gas,2488 cc,200.0,175.0,8.6,5.0,259.0,51300.0,38000.0
GMC,Yukon XL Elevation,others,5.3L V8 engine,gas,5327 cc,355.0,210.0,7.4,8.0,519.0,101250.0,75000.0
GMC,Sierra 1500 AT4X,sedan,6.2L V8 engine,gas,6162 cc,420.0,200.0,5.9,5.0,624.0,110700.0,82000.0
GMC,Canyon AT4X Edition 1,sedan,3.6L V6 engine,gas,3564 cc,308.0,180.0,6.8,5.0,373.0,74250.0,55000.0
GMC,Yukon Denali Ultimate Black,others,6.2L V8 engine,gas,6162 cc,420.0,210.0,6.0,8.0,624.0,121500.0,90000.0
